Product_Name,Page_Link,User_Rating,Product_Review
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,5,A buddy of mine called me one night and said that I needed to come over and try this new beer he found. Man am I glad I did because it was and is the best stout I have ever had!
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,4.55,"its always an occasion to drink what is deemed on this website to be the best beer in the world. regardless of what one may think about how such rankings are figured, it is a treat to say the least. i remember when i was heady and westy 12 before that, times have changed! after a couple of narrowly missed opportunities to drink this one over the years, my man drlovemd87 came through in the clutch with this rarest of the rare bottle. my pour is as thick as paste, slick and black like crude oil, and without hardly any head to it, near still in appearance, shiny, almost gelatinous looking. the aroma and flavor are intense but unfortunately (to me) familiar, i wanted this to be strikingly different, at least from a quality standpoint, and as good as it all is, its not head and shoulders above all else, it might not even be my favorite barrel aged coffee stout i have had this year (shhh). a few things are immediately obvious to me. the first is that whatever barrels these were, they seem to have housed some excellent whiskey. its not more or less of it, nothing about the oak profile specifically, but the bourbon character itself seems obviously better than most of what else is out there, this i will grant. the second thing, is that saying something like this is objectively better than something else in its category that is notable and near perfect and all of that, is highly problematic, approximations and cloudy memories and nothing more than opinion. factually, this isnt that much better than any number of great beers in its field, and i will stand by that. i cant spend the whole time drinking this thinking about the merits of a ratings system i dont control or other beers i like better though, that would be a foolishly wasted opportunity to enjoy quite literally the best. its full of rich bourbon, heavy vanilla and maple syrup qualities, even the texture of maple syrup, tons of barrel char and earthy burnt dark grain and chocolate, and a well integrated high end coffee profile as well, in some ways quite simple, but impossibly mature and nuanced, enhanced magically by the whiskey, and with lingering sweet, bitter, raisin, cocoa, and bourbon character. its as good as they say it is, that is not my comment. my comment is that others are at this level too. i am enormously thankful to have been able to drink this one, especially without having to pay the absurd secondary market prices this is fetching. if you are considering dropping some coin for this on a forum or whatever, i would reconsider, not that this isnt awesome, but its likely that your local bottle shop or brewery has something comparable..."
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,4.93,"Love the huge maple up front with balanced whiskey, subtle coffee, dark cocoa; semisweet, wee cinnamon, big whiskey, the coffee is superb. Yet bitter, bold, and some plum, too for flavors; luscious, creamy mouthfeel that lasts and lasts; bitter, sweet, whiskey, roasty finish."
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,4.99,"Jet black with minimal head and a shiny oily luster. The nose and taste is big coffee upfront and settles into more of a Maple and Bourbon focus as it warms, however all three of the Coffee, Maple, and Bourbon remain throughout and interact well as it warms. The mouthfeel is an absolute 5 from the chilly beginning though the warm finish, with smooth sticky oil-like viscosity. Easily meets the hype, never had better!"
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,5,"Batch 3 (2016), Bottle #882. 12 oz bottle split three ways into TG tulips.', 'Upon opening, immediate maple syrup aromas fill the area. Pours a jet black, oily body with a small brown head that reduces quickly. The surface has a slick and oily texture.', ""Once in the glass the aromas intensify, with some coffee and bourbon coming through now, but maple syrup still dominates. It's odd, this smells more like maple syrup that actual maple syrup. Not artificial in the least bit."", 'Taste is pure and smooth, rich maple and bourbon fudge, more maple, sweet but not cloying, finishing with roasty coffee notes. Mouthfeel is what put this beer at the top for me. Rich, thick, velvety, easy.', ""I've never given a beer all 5's, but I can't find any flaws here. The thicker body puts it a hair above Good Morning."", 'To put the intense maple flavor profile of this beer in perspective, my kitchen still smelled like maple syrup the next morning."
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,4.9,"2016 batch poured into a TG tulip.\nUpon opening, maple just filled the room. Tons of maple.\nLook is super viscous. Motor oil like. Opaque black. Coats the glass.\nTaste is all maple up front and then finishes with a coffee flavor that I found to be a touch astringent. Faded as it warmed though.\nFeel was super thick, viscous body. Coated my mouth and lingered.\nOverall, this is one of the best beers I’ve ever had. Simply amazing flavors with the maple and coffee working together while maintaining balance."
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,5,"Incredible. Really exceptional. Most certainly the best smelling beer I've ever had. My buddy kept the bottle and it still smells like we just opened it, months later. Fills the room. Mouthfeel is thick and fudgy, espresso notes with that amazing maple and cocoa. Can't wait to drink my other one!"
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,4.9,"Wow. More than lucky to be able to split a bottle of this with their own brewmaster! Lives up to the hype, the flavors keep changing in your mouth and you taste a whole buffet of breakfast, bourbon barrel adds some sweetness. Sticky and coats your mouth and throat and the taste lingers for a long time. TG creates some magnificent beers."
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,4.95,"L: Dinosaur blood with a chocolate milk head. Ultra thick lacing with great legs like T-Swizzle.', 'S: Coffee, chocolate, maple, and whiskey (nothing new here, just basically copying and pasting what everyone else says). Once you pop the waxed top, the smell of good old fashioned Walmart-style American breakfast wafts throughout the room, lingering for hours to remind you of its greatness, cancelling out all other scents in the air like a heavenly beer Febreze.', ""T: Imagine a chewy, whiskey-dipped brownie corner -chased with a shot of maple syrup infused roasted coffee- that assaults your palate with a heavy, sugary sweetness that brings you back to the warm and blissful memories of childhood. This is Mornin' Delight elevated to god-tier status with the help from a little time spent in whiskey barrels. The result is sinfully divine."", 'M: Viscous and unctuous with the perfect amount of carbonation; this the beer that Untappd cicerones dream of when they discuss the term ""mouthfeel."" This beer sticks to your membranes like Grandma\'s classic biscuits and gravy. It is magical. It makes you not want to brush your teeth at night.', 'O: This is one of the best beers on the planet. However, I expected a life-altering craft beer experience when I opened my hand numbered bottle of Kentucky Brunch Brand Stout (note: a bottle that was hand-handed to me by Mike at Toppling Goliath), and all I got in return was an amazingly good beer and a fantastic evening together with family. Overall, it was a terrific occasion and a memorable event, but not one that stands out in my mind as one of the greatest moments of my existence.', 'I drank a $1,200 bottle of beer hoping to redefine the culinary dreams of my adulthood and came out on the other side realizing that it was ""just beer."" I am now ready to retire from the world of craft beer."
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,4.71,"This beer turned out to be everything I wanted it to be. Great maple and coffee nose. Mouthfeel was viscous and coated the inside of my mouth, carrying those maple and coffee flavors with it. Delicious"
Kentucky Brunch Brand Stout,https://www.beeradvocate.com/beer/profile/23222/78820/,4.31,"Huge maple aroma right out of the gate and a vicious, dark pour. Maple dominates the nose but chocolate, barrel, and some coffee see also present. The mouth feel is massive and coats the mouth for days with adequate carbonation. It all makes for an impressive experience, but the taste falls well short of world class. There is a sour note that I also found in Mornin Delight. Some reviews have described it as coffee bitterness, but that's not what I get. It tastes like an off flavor. Since I've tasted the same thing twice I'm quite sure this isn't just a bad bottle. I'm not a fan of MD and the barrel aged version doesn't cover over the flaws."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,3.77,"Tastes like burnt Vanilla Coke aged in gasoline barrels.', 'I love a boozy stout. I love adjuncts. And I like when they’re made with concern for tastebuds, not just for how extreme of a flavor they can get out of it.', 'Hard pass!"
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,3.88,Tastes like a barbeque pork chop dipped in vanilla icing. I do not understand this beer or the hype. I will not be hunting any more dark lord variant. Pass.
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.74,"Jet black pour, dark tan head. The base Dark Lord aromas plus heavy vanilla and some oak. Wow.', 'The vanilla is really forward on the taste, which enriches the flavors of the base beer. This is truly world class, IMHO."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.42,"Split the 2018 version with 2 friends. I'll blame the perpetual hype but IMHO this was just a pretty good vanilla stout. Not 5 times better than FO, certainly not 2-3 times as good as Henna marshmallow. Yes the vanilla balance was perfect but honestly it started to wobble a bit as it warmed up. Not worth the price tag, hoping for a different variant this year."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.92,"2017 vintage; drank 6/2/17 @ Harvest Hop Haus.', 'Bottle 538 of 1227.', 'Black appearance.', 'Minimal dark tan head; minimal lace.', 'Rich vanilla, milk chocolate, oak & mild bourbon notes in the nose.', 'Thick, sticky mouthfeel.', 'BOLD, rich vanilla & milk chocolate flavors up front; mild oak & faint bourbon heat notes on the finish.', 'A vanilla lovers dream, and possibly the best ""pastry stout"" ever made."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,5,"For purposes of the review, both 2017 and 2018 were sampled together.', 'Appearance - The beer had the vicious blackness of Dark Lord.', 'Smell - The 2018 had more sweet chocolate marshmallow. 2017 leaned more Earthy and dry but still had an overall sense of sweetness.', 'Taste - The 2018 had amazing notes of toasted marshmallow, chocolate syrup, vanilla, and char in back. The 2017 was not as sweet, but still had notes of sweet vanilla and chocolate. In both bottles, there was a sweet quality of kids’ breakfast cereals. Amazing there is almost no burn from the 15% abv.', 'Mouthfeel - on par with motor oil, the beer has amazing thickness. It clings like few others.', 'Overal - Holy diabetes! The beer should be too sweet, but it is so good. Further, it appears the beer is best consumed fresh."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.9,"L: pours thick and pitch black with no head\nS: marshmallow, vanilla, chocolate and barrel. Mighty fine\nT: just like the nose and all in harmony\nF: smooth, thick and creamy\nO: world class"
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.35,"2018 vintage. About six months from bottling.', 'A: Pours jet black with a thick ring of dark brown, espresso-like head. No lacing and average retention.', 'S: Suuuuper rich dark chocolate, blackstrap molasses, vanilla bean, dry oak barrel and cinnamon, and light bourbon. A little bit of cardboard. A very brawny BA stout.', 'T: Dark chocolate, vanilla, cola, light spice (cinnamon, clove) and light toasted oak, a bit of sherry and roastiness. Pretty long finish. The barrel is not very noticeable on the palate. As you might guess from the base, this is super sweet; the barrel and vanilla balances this out somewhat but not completely. Like a liquid candy bar.', 'M: Sticky full body and medium, sharp carbonation that thankfully cuts through the massive body. A comforting alcohol warmth gently warms your innards.', 'O: Big, sweet, rich, and pretty tasty beer. The cardboard note is distracting, and the sweetness is as overwhelming as it is in regular DL. I’d always heard that, even though the base beer is terrible, adding it to barrels transformed it in such a way to somehow make it ethereal. That’s half true, I guess. I can’t drink more than like 4oz of this stuff."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.94,Can cross this whale off the list! Mouthfeel on this beer is outstanding. If you have a chance to sample or get this beer I highly recommend it for sure!
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.96,"750 into a fff teku', 'l- looks great, thick and black. nice half inch head', 's- aroma is off the charts! great vanilla and chocolate! vanilla never smelling artificial', 't- oh shit this is for real. huge bourbon and vanilla, mixes together extremely well. interpreting of the vanilla really makes this beer', 'f- great mouthfeel, smooth and soft. thick and immense but surprisingly velvet', 'o- this is a long time want. i don’t think this is worth the asking price but it’s a must have on all stout lovers. reminds me a lot of FO batch 2"
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.59,"Smells great, mouthfeel great.\nSweet sweet sweet. It is delicious. But i found, though delicious, it might be objectionable to drink a full glass due to the level of sweetness. I didn't get any barrel, mostly residual sugars. Nice beer, I don't find it elite."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.99,"2018 bottle(silver wax). The hype is real! Been wanting this for as long as I can remember. Glad I finally got a chance to try a hefty pour at a nice share. It stole the show around a bunch of BIG beers. It’s crazy how much this tastes like toasted marshmallow fluff. Zero heat, and smooth as hell."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.94,"Everything I love about barrel aged stouts. Thick, oily, coats the glass. Smells sweet, but not overly so. The taste follows with sweetness, barrel oak/vanilla flavors. Not overly sweet, with enough heat to balance it perfectly. (2017 Handjee)"
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.32,My review is for the 2018. I had it as a sample several times at DLD. It is an great beer but not exceptional. To me it was a little sweet and lacked the complexity and robust flavor of Chemtrailmix. I think 18' FVM was better as well.
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.79,"The beer pours a sludgy Pitch Black with a medium sized khaki head. It has low carbonation. The beer smells of vanilla beans, marshmallows, bourbon, and molasses. It tastes of vanilla beans, marshmallows, caramel, light bourbon, and molasses. The feel is medium and not too sweet. A great barrel aged stout, in just thrown off because it’s not nearly as thick as the base beer."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,5,"My own personal white whale. Never thought I would have the ""ammo"" to land it, but finally everything fell into place and it was in my hands. I went old school, getting a bottle of Bourbon Barrel Aged Vanilla Bean Darklord from 2012. Bottle #755/934. Poured black with a smidge/ring of tan bubbles around the edges. Vanilla fills the nostrils. Now I\'ve heard people talk that this beer tastes like marshmallow. I\'ve also had other beers people describe as marshmallow, but to me the flavor was not there. Here is a beer that is truly a liquid marshmallow flavor experience. Not only is that the flavor, but it coats the mouth and ""stays for days"". Supposedly, this is also a 15% beverage, but there isn\'t a trace of alcohol in this beer. Was it worth it? As I am a lover of the sweet brews, it sure was."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.54,"This is hot, but full of marshmallow, vanilla, bourbon, and big dark malts; solid mouthfeel. But I want so much more from the body and flavors; such a hot, yet creamy finish. The nose is the best. Great to try."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,5,"2017 bottle, kept at ~45F since release.', 'Bourbon and sticky caramel on the nose.\nTaste is bourbon, sugar, vanilla, and chocolate with a fantastic lingering sweetness that coats your mouth. Just insanely good!"
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.83,"2017 Bottle, Split just two ways :-)', 'This beer lives up to the hype. Pours super viscous black and delivers with a full flavor cascade of fudgy vanilla bourbon dark lord that coats the mouth and makes one inevitably smile."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.88,"2016 bottle poured into a Dark Lord Teku. Split three ways. Thank you Ryan for sharing this beast!', 'Pours an opaque black body with a small brown head that reduces to leave a ring of retention and a little lacing. Sticks to the glass upon swirling.', 'Aromas are potent and come through more intense as this beer warms. Vanilla beans and milk chocolate are prominent, bourbon, a tad bit boozy but in a great way. On the tongue is straight vanilla, chocolate covered marshmallows, rocky road fudge. Mouthfeel is rich and thick, especially as it warms.', ""I've been waiting 5 years to try this beer, and it totally lives up to the hype."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,5,"2016 bottle poured into a teku.\nVery opaque black and thick looking upon pouring. Coats and clings to the glass.\nAroma is tons of vanilla bean and some booze. Bourbon is present for sure.\nTaste was straight bourbon vanilla bean but the beer was very balanced and not overly boozy. As this warmed, the bottom of the glass got even better as the vanilla popped more.\nFeel was thick. Very viscous, as expected. Coated the tongue and mouth and lingered.\nOverall, this lived up to the hype and then some. Just an outstanding and delicious beer!"
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.78,"Vintage 2014: The beer has developed quite nicely and has evolved into almost a flavor profile that resembles a spirit. Absolutely stellar.', 'Vintage 2017: True to its name, the flavor is sweet like marshmallows. Thick mouthfeel. Overall, a very well rounded beer."
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.75,"2016 at a Vanilla Share served in tulip 4oz sampler', 'Look: Pitch black and no head, very motor oil look\nsmell: Big boozy bourbon fallowed by sweet vanilla and a finish of marshmallow\ntaste: marshmallow covered in vanilla dipped in bourbon... honestly its a huge marshmallow taste with big backing of vanilla and bourbon.\nfeel: holy shit this is a big beer, super thick, silky, motor oily... this beer lingers like no other.', 'Overall; one of the single best beers ive ever had, no were near over rated"
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.75,"2017\nPours pitch black in the glass. Nose is bourbon, dark fruits, some vanilla on the nose, but not huge. Taste follows the nose, candied sugary dark fruits, vanilla is there but again, not huge. It develops more as it warms. Bourbon and oak are present but they are not at the forefront of the beer. They are blended down into the beer. Mouthfeel is creamy, smooth, lingers. Overall, the vanilla on this is not as big as I was hoping. It doesn't stand out and make you feel its presence like you would expect. I'm slightly disappointed, but I guess expectations and hype can't always win out. But there's no question this is a world class beer. 4.6"", '2013 Bottle 380 of 711 Drank 4/15/18\nPours pitch black with a fizzy cola head that flames out quickly. Nose is rich toasted marshmallow, chocolate fudge, spicy barrel notes, alcohol . Taste hits the nail, wow, this IS NOT infected. Sweet, burnt sugar, creme brûlée crust, vanilla starts in the background and builds on your palate, toasted marshmallow, some dark fruits coming through, little bit of oak, warm bourbon. Feel is silky smooth. Overall, this is what I hoped Handjee would be when I tried the 2017. The vanilla, toasted marshmallow just goes on for days. Aged to absolute perfection. Not too sweet or cloying. Simply awesome. 4.75+', '2018 Multiple tap pours.\nPours pitch black with quickly dissipating thin mocha colored head. Swirl leaves gold stains and alcohol legs on side of glass. Nose is sweet vanilla, oak, dark fruits, brown sugar. Taste is chocolate, bourbon, wood, sweet roasted marshmallow wafts across your palate. Viscous, syrupy mouthfeel. Just an amazing beer. Tops 2017 easily as much bigger vanilla presence. 4.75+"
Marshmallow Handjee,https://www.beeradvocate.com/beer/profile/26/42349/,4.55,"2013 batch. I was a little concerned given the infection talk, but clearly no issues with this one.', 'L- Jet black, not a lot of head.', 'S- Solid vanilla with some bourbon. Sweet marshmallow as well.', ""T- Marshmallow with vanilla and milk chocolate. Just a bit of bourbon. No booze. My only complaint is it's a hair too sweet for my taste."", 'F- Thick, rich and sticky. Awesome.', ""O- I was kind of hoping this wouldn't be that good so I didn't have to chase down a fresher one. Still damn tasty with a fair amount of vanilla. I can't imagine how much it has when it's not 4 years old."
Hunahpu's Imperial Stout - Double Barrel Aged,https://www.beeradvocate.com/beer/profile/17981/110635/,3.8,"Pours motor-oil black with minimal head. Nose is seriously off, like a cross between an ashtray and burnt sesame candy. Booze is there, too, but largely overpowered. Taste is extremely muddled. Peppery spice, smokiness, minimal barrel presence, with a lot less sweetness than expected from the rum/apple brandy combo. Flavors blend much more pleasantly in the taste than the smell, the mouthfeel is pleasantly thick, but overall this was a real letdown."
Hunahpu's Imperial Stout - Double Barrel Aged,https://www.beeradvocate.com/beer/profile/17981/110635/,4.26,"B2, shared amongst friends.', 'Black, opaque, mocha froth head.', 'Aroma has booze, spicy cinnamon, vanilla and roasted malts.', 'Flavor has a lot of fudgy chocolate with an increasing cinnamon presence as it warms. Moderate pepper heat, light vanilla in the background. The apple brandy barrel comes out as it gets close to room temperature.', 'Moderate carbonation, syrupy, Above medium body.', 'A tasty brew, silky, sweet. Heat is there but not overpowering."
Hunahpu's Imperial Stout - Double Barrel Aged,https://www.beeradvocate.com/beer/profile/17981/110635/,4.6,"Appearance - The beer poured a silky black color with a dark mocha colored head.', 'Smell - The nose was the of a sweet barrel aged stout. The booze and cinnamon are noted, but not the heat.', 'Taste - At the front, my first impression was black licorice. It was not nasty black licorice, since it was balanced by chocolate syrup, coconut, and dry green apple. My disappointment was that the pepper spice of the base beer was gone. There was a hint of cinnamon, but little heat. The barrel notes become more pronouned as it warms, particularly the apple brandy.', 'Mouthfeel - The beer was big bodied, just hovering on the tongue and allowing the test profile to develop.', 'Overall - The beer was great, but I missed the spice of the base beer."
Hunahpu's Imperial Stout - Double Barrel Aged,https://www.beeradvocate.com/beer/profile/17981/110635/,4.01,"This is such a big beer and there is so much going on, it is great, but you can only consume about 4 oz before you're done or you get diabetes. Let's calm down on the ratings a little bit"
Hunahpu's Imperial Stout - Double Barrel Aged,https://www.beeradvocate.com/beer/profile/17981/110635/,4.2,"2016 batch (#2) reviewed.', ""Hunahpu's is one of those beers that I loved the very first time I tried it, and I've been chasing that dragon ever since... unsuccessfully, as it turns out."", ""I've been lucky enough to try Barrel-aged Huna twice now - once at Great American Beer Fest, and for a second time when I won a bottle in a charity raffle. As it turns out, I drank my BA Huna alongside of Double Barrel Huna, expecting that I would be blown away by the Double Barrel... in fact, it was the exact opposite experience."", ""And perhaps I should have expected that, given the barrels used in DB Huna - Rum and Apple Brandy barrels don't often tend to impart much thickness to a beer, and in combination, they definitely made the beer seem a bit thin. Additionally, where the bourbon barrels in BA Huna add depth, richness, sweetness, and complexity, it seems that Double Barrel just took on thinness and acidity. It's also quite charred in taste - it reminded me quite a bit of my gripes with 2018 Huna. Sadly, all of that cinnamon and vanilla that I love seemed to be entirely absent. It's still a sweet beer, but it's greatly overshadowed by the barrel notes and char and acidity."", ""In the end, I honestly think I've found myself preferring non-barrel-aged Huna as my go-to. It's certainly easier to get, and something about it is just a much more pleasant experience for me. Yes, I have a sweet tooth, so that's probably a big part of it. Or perhaps Cigar City's aging methods just aren't to my liking. Maybe the barrels? Tough to say - more experimentation required!"
Hunahpu's Imperial Stout - Double Barrel Aged,https://www.beeradvocate.com/beer/profile/17981/110635/,4.55,"Black color with dark mocha head. Aroma is really spice forward with lots of cinnamon, rum and booze. Taste is desserty with fudge, chili, cinnamon and some heat on the finish. Full bodied, smooth mouthfeel. Quite nice but not such a huge step ahead of the regular."
Hunahpu's Imperial Stout - Double Barrel Aged,https://www.beeradvocate.com/beer/profile/17981/110635/,4.68,"Tasted from bottle. Pours black with beige head. Tasted against regular 16 Huna and 17 Bourbon BA Huna. Aroma of cinnamon, rum, almost a little nutty, some fruity notes and apple. Moderate to heavily sweet with mild bitterness. Lots of cinnamon, caramel, toffee, some chocolate and finishes with a moderate chili burn. You do get some rum barrel sweetness and just a hint of brandy. More intense and complex than the Huna and Bourbon Huna. Excellent!"
